ID,TÍTULO,PROPRIETÁRIO,ESTADO,SUPORTE,DATA DE INSCRIÇÃO,ÂMBITO,CONTEÚDO,PERIODICIDADE,SITUAÇÃO PP,DATA DA SITUAÇÃO,WEBSITE,DISTRITO SEDE REDAÇÃO,CONCELHO SEDE REDAÇÃO,LOCALIDADE SEDE REDAÇÃO
125956,Tempos de Vida,Obra de Assistência Social da Freguesia de Sobrosa,Inativo,Papel,2010-10-08,Regional,Informação Geral,Trimestral,Registo Cancelado Oficiosamente,2017-10-25,obra@sobrosa.pt,Porto,Paredes,Sobrosa
125957,Futsal Portugal,"Simplymedia, Lda.",Inativo,Online,2010-10-08,Nacional,Informação Especializada,Diária,Registo Cancelado,2014-09-17,www.futsalportugal.pt,Lisboa,Lisboa,Lisboa
125958,Famag,Gulbanu Sapabekova,Inativo,Papel,2010-10-08,Nacional,Informação Especializada,Mensal,Registo Caducado,2011-04-26,,Lisboa,Lisboa,Lisboa
125959,People & Business,"Lusosinal - Edição e Comunicação, SA",Inativo,Papel/Online,2010-10-08,Nacional,Informação Especializada,Bimestral,Registo Cancelado Oficiosamente,2015-04-09,,Lisboa,Lisboa,Lisboa
125960,Energia e Futuro,"Diário de Bordo, Unipesssoal, Lda.",Inativo,Papel,2010-10-08,Nacional,Informação Especializada,Trimestral,Registo Cancelado Oficiosamente,2017-10-24,www.energiaefuturo.pt,Lisboa,Loures,Infantado
125961,"Farol, O",Maria do Carmo de Magalhães Felgueiras,Inativo,Online,2010-10-08,Regional,Informação Geral,Mensal,Registo Cancelado,2014-10-09,www.jornalofarol.info,Setúbal,Setúbal,
125962,Entre Gerações,Fundação Cónego Filipe de Figueiredo,Inativo,Papel,2010-10-08,Regional,Informação Geral,Trimestral,Registo Cancelado Oficiosamente,2014-12-19,www.ecosdosonho.pt,Aveiro,Estarreja,Estarreja
125964,Saúde Hoje,Adriana da Silva Lopes Andrade,Inativo,Papel,2010-10-14,Nacional,Informação Especializada,Bimestral,Registo Cancelado,2015-01-19,www.revistasaudehoje.com,Lisboa,Lisboa,Lisboa
125965,Notícias Ribeirinhas,José Manuel Valente Vieira,Inativo,Online,2010-10-20,Regional,Informação Geral,Diária,Registo Cancelado Oficiosamente,2016-11-16,www.ribeirinhas.pt,Aveiro,Aveiro,
125966,Mulher Africana,Isabel Maria das Flores Eianga,Inativo,Papel,2010-10-20,Nacional,Informação Geral,Bimestral,Registo Cancelado Oficiosamente,2013-09-12,,Coimbra,Coimbra,Coimbra
125967,Labpro,"Editora Codigopro - Edição de Publicações Periódicas Unipessoal, Lda",Ativo,Papel/Online,2010-10-27,Nacional,Informação Especializada,Trimestral,Registo Definitivo,2010-10-27,www.labpro.pt,Porto,Porto,Porto
125968,Trial Extreme Off-Road e Aventura 4x4,"Luis Guimarães & Vitor Fernandes, Lda",Inativo,Papel,2010-10-27,Nacional,Informação Especializada,Bimestral,Registo Caducado,2011-04-26,,Porto,Gondomar,Rio Tinto
125969,Dezanove,Vasco Paulo Pereira Monteiro,Inativo,Online,2010-10-27,Nacional,Informação Especializada,Diária,Registo Cancelado,2022-09-07,www.dezanove.pt,Lisboa,Oeiras,Oeiras
125970,Saúde & Fitness,"Nutratitudes, Unipessoal, Lda",Inativo,Papel/Online,2010-10-27,Nacional,Informação Geral,Bimensal,Registo Caducado,2011-04-26,,Lisboa,Cascais,S. Domingos de Rana
125971,Bibonorte,Joana Isabel Sousa Machado Soares Vales,Inativo,Papel,2010-10-27,Regional,Informação Geral,Mensal,Registo Cancelado,2014-09-18,,Porto,Marco de Canaveses,Marco de Canaveses
125972,Directório União Europeia,Ezequiel da Silva Oliveira,Inativo,Online,2010-10-27,Nacional,Informação Especializada,Anual,Registo Cancelado,2016-12-21,www.directoriouniaoeuropeia.eu,Lisboa,Lisboa,Lisboa
125973,Revista de Concorrência & Regulação,Autoridade da Concorrência+Instituto de Direito Económico Financeiro e Fiscal,Inativo,Papel,2010-10-27,Nacional,Informação Especializada,Trimestral,Registo Caducado,2011-04-04,,Lisboa,Lisboa,Lisboa
125974,Mais Oeste,"AGDC - Agência Global de Comunicação, Lda.",Inativo,Papel,2010-10-27,Regional,Informação Geral,Quinzenal,Registo Cancelado Oficiosamente,2018-09-26,www.maisoeste.pt,Leiria,Caldas da Rainha,
125975,Wild Spirits - Classic,"Wild Spirits - Produção de Eventos, Lda",Inativo,Online,2010-10-27,Nacional,Informação Geral,Mensal,Registo Cancelado Oficiosamente,2017-12-28,www.wild-spirits.pt,Lisboa,Odivelas,Olival Basto
125976,Pedras Com Letras,Vítor Damas Gonçalves dos Anjos,Inativo,Papel,2010-10-27,Regional,Informação Geral,Quinzenal,Registo Caducado,2011-04-04,,Vila Real,Vila Pouca de Aguiar,Pedras Salgadas
125977,+ Região Ribatejana,Jorge Humberto Perdigoto Talixa,Inativo,Papel,2010-10-27,Regional,Informação Geral,Trimestral,Registo Cancelado,2012-07-13,,Lisboa,Vila Franca de Xira,Vila Franca de Xira
125978,Voz Ribatejana,Jorge Humberto Perdigoto Talixa,Ativo,Papel/Online,2010-10-27,Regional,Informação Geral,Quinzenal,Registo Definitivo,2010-10-27,www.vozribatejana.com,Lisboa,Vila Franca de Xira,Vila Franca de Xira
125979,Educação para o Desenvolvimento,Escola Superior de Educação João de Deus,Ativo,Papel/Online,2010-10-28,Regional,Informação Especializada,Anual,Registo Definitivo,2024-12-30,www.joaodedeus.pt,Lisboa,Lisboa,Lisboa
125980,Desporto Jovem,António Pedro Rodrigues das Neves,Inativo,Online,2010-10-28,Nacional,Informação Especializada,Diária,Registo Caducado,2011-04-26,,Lisboa,Sintra,Massamá
125981,Jornal dos Reformados e da Terceira Idade,Jorge Manuel Nave Alvarenga Fontes,Inativo,Papel/Online,2010-10-28,Nacional,Informação Geral,Mensal,Registo Cancelado Oficiosamente,2014-12-31,,Setúbal,Almada,
125982,"Alviela , o",Fábrica da Igreja Paroquial da Freguesia de São Pedro de Alcanena,Inativo,Papel,2010-10-28,Regional,Informação Geral,Mensal,Registo Caducado,2011-05-30,www.alviela.pt,Santarém,Alcanena,Alcanena
125983,Saúde Notícias,"Guess What - Comunicação, Lda.",Inativo,Papel,2010-11-05,Nacional,Informação Especializada,Mensal,Registo Cancelado,2014-04-03,www.saudenoticias.pt,Lisboa,Lisboa,
125984,APAV Notícias,Associação Portuguesa de Apoio à Vítima - APAV,Ativo,Online,2010-11-09,Nacional,Informação Especializada,Mensal,Registo Definitivo,2010-11-09,www.apav.pt,Lisboa,Lisboa,Lisboa
125985,Mais Faz Bem à Saúde,"Médis - Companhia Portuguesa de Seguros, S.A.",Inativo,Papel,2010-11-10,Nacional,,Trimestral,Registo Caducado,2011-04-26,,Lisboa,Lisboa,Lisboa
125986,Penthouse,"General Media Communications, INC",Inativo,Papel,2010-11-10,Nacional,Informação Geral,Mensal,Registo Cancelado,2013-12-31,www.penthouse.pt,Lisboa,Lisboa,Lisboa
125987,Passear.com,"Lobo do Mar - Sociedade Editorial, Lda",Ativo,Online,2010-11-12,Nacional,Informação Especializada,Mensal,Registo Definitivo,2010-11-12,www.passear.com,Coimbra,Arganil,Alqueve
125988,Fazendo - Boletim do que por cá se faz,Associação Cultural Fazendo,Inativo,Papel/Online,2010-11-12,Nacional,Informação Especializada,Mensal,Registo Cancelado Oficiosamente,2016-11-16,http://fazendofazendo.blogspot.com,Região Autónoma dos Açores,Horta,
125989,Independência - Revista de Cultura Lusíada,Sociedade Histórica da Independência de Portugal,Inativo,Papel,2010-11-18,Nacional,Informação Especializada,Anual,Registo Cancelado Oficiosamente,2016-10-21,www.ship.pt,Lisboa,Lisboa,Lisboa
125990,Cozido à Portuguesa,Bruno António Filipe Mósca Bonito Horta e José Pedro Cardoso Tomaz,Inativo,Online,2010-11-18,Nacional,,Diária,Registo Caducado,2011-04-26,http://cozidoportuguesa.wordpress.com,Lisboa,Lisboa,Lisboa
125991,Nazaré em Revista,Meia Maratona Internacional da Nazaré - Associção de Cultura e Desporto,Inativo,Papel,2010-11-23,Regional,Informação Especializada,Trimestral,Registo Cancelado,2014-09-19,www.mmnazare.com,Leiria,Nazaré,Nazaré
125992,Valor  Económico,"Nuclipress, Lda.",Inativo,Online,2010-11-23,Nacional,Informação Especializada,Bimestral,Registo Cancelado,2015-02-19,,Setúbal,Palmela,
125993,E-Psicologia,"SCIENTINST - Instituto do Conhecimento, Unipessoal, Lda.",Inativo,Online,2010-11-23,Nacional,Informação Especializada,Trimestral,Registo Cancelado,2014-12-12,www.portaldapsicologia.pt,Lisboa,Vila Franca de Xira,
125994,"Mente, Cérebro e Ciência",Instituto Nacional de Psicologia e Neurociências,Inativo,Online,2010-11-23,Nacional,Informação Especializada,Semestral,Registo Cancelado,2014-12-12,www.inpn.pt,Lisboa,Vila Franca de Xira,Alverca
125995,Astros & Astros,Jacques da Conceição Rodrigues,Inativo,Papel,2010-11-23,Regional,Informação Geral,Mensal,Registo Caducado,2011-04-26,,Lisboa,Sintra,S. Pedro de Penaferim
125996,Koisas de Fotografia,José Luis Bastos Diniz,Inativo,Online,2010-11-23,Nacional,,Diária,Registo Caducado,2011-04-26,www.koisasdefotografia.com,Lisboa,Cascais,Carcavelos
125997,IURD NEWS,Igreja Universal do Reino de Deus,Inativo,Papel/Online,2010-11-23,Nacional,Informação Geral,Semestral,Registo Cancelado Oficiosamente,2018-09-10,,Lisboa,Lisboa,
125998,Quem é Quem?...no Poder Local,"Ausenda Coutinho, Unipessoal, Lda (Luazul)",Inativo,Papel/Online,2010-11-26,Nacional,,Bianual,Registo Caducado,2011-10-06,www.luazul.eu,Setúbal,Almada,Costa da Caparica
125999,Sal Magazine,"RSBC Editora, Lda",Inativo,Papel/Online,2010-11-29,Regional,Informação Geral,Bimestral,Registo Cancelado,2014-10-08,www.sal-magazine.com,Lisboa,Cascais,Cascais
126000,In Setúbal,Solange Cristina Pilar de Jesus,Inativo,Papel,2010-11-29,Regional,Informação Geral,Semanal,Registo Cancelado Oficiosamente,2015-02-23,,Setúbal,Palmela,Brejos do Assa - Palmela
126001,Continente Magazine,"Modelo Continente Hipermercados, S.A.",Inativo,Papel,2010-11-29,Nacional,,Mensal,Registo Caducado,2011-04-26,,Porto,Matosinhos,Senhora da Hora
126002,Trofa TV,"We Do Com, Unipessoal Lda.",Ativo,Online,2010-12-02,Regional,Informação Geral,Diária,Registo Definitivo,2010-12-02,https://www.trofa.tv,Porto,Trofa,Santiago do Bougado
126003,Tudobem - Informação Regional,"Publiluso - Publicidade, Lda.",Ativo,Online,2010-12-07,Regional,Informação Geral,Diária,Registo Definitivo,2010-12-07,https://www.portalalentejano.com/,Portalegre,Elvas,Calçadinha
126004,Selene - Culturas de Sintra,Caminho Sentido Associação Cultural,Inativo,Online,2010-12-07,Regional,Informação Geral,Trimestral,Registo Cancelado Oficiosamente,2018-11-07,www.selene.pt,Lisboa,Sintra,S. João das Lampas
126005,Prestige - Villas & Resorts,"Lusosinal - Edição e Comunicação, SA",Inativo,Papel,2010-12-07,Nacional,Informação Especializada,Bimestral,Registo Caducado,2011-05-23,,Lisboa,Lisboa,Lisboa
126006,Hot Magazine,Pedro Alexandre Melim Correia,Inativo,Online,2010-12-07,Nacional,Informação Geral,Mensal,Registo Cancelado Oficiosamente,2014-12-22,,Lisboa,Oeiras,Caxias
126007,7 Sete,"Grandes Histórias, Unipessoal, Lda",Inativo,Online,2010-12-13,Nacional,Informação Geral,Diária,Registo Cancelado Oficiosamente,2014-12-22,www.7sete.com,Aveiro,Santa Maria da Feira,Santa Maria da Feira
126008,Portugal de Amanhã,Josué Rodrigues Gonçalves Pedro,Inativo,Papel/Online,2010-12-13,Nacional,Informação Geral,Mensal,Registo Caducado,2011-05-25,,Santarém,Torres Novas,Outeiro Grande - Assentiz
126009,Papas & Bebés,"Obras em Curso - Produção Editorial, Lda",Inativo,Papel/Online,2010-12-16,Nacional,Informação Especializada,Mensal,Registo Cancelado Oficiosamente,2013-11-26,www.obrasemcurso.com,Lisboa,Lisboa,Lisboa
126010,TV Nosso Fado Cultura & Espectáculos,"Nosso Fado, Unipessoal, Lda",Inativo,Online,2010-12-16,Nacional,,Diária,Registo Caducado,2011-05-23,www.tvnossofado.pt,Santarém,Santarém,Santarém
126011,TV Caldas,ADJCR - Associação para o Desenvolvimento da Juventude das Caldas da Rainha,Inativo,Online,2010-12-16,Regional,Informação Geral,Diária,Registo Cancelado,2015-12-02,www.tvcaldas.com,Leiria,Caldas da Rainha,
126012,Região em Directo,"Nosso Fado, Unipessoal, Lda",Inativo,Online,2010-12-16,Regional,,Diária,Registo Caducado,2011-05-25,www.regiaoemdirecto.com,Santarém,Santarém,Santarém
126013,Coelacanto,Nádia Filipa Ferreira Silvestre,Inativo,Papel,2010-12-20,Nacional,,Semestral,Registo Caducado,2011-05-23,,Lisboa,Lisboa,Alto S. João
126014,Espinho Alerta,Isabel Maria Ferreira Escadas Maceda,Inativo,Papel,2010-12-20,Regional,,Semanal,Registo Caducado,2011-05-23,,Aveiro,Espinho,Silvalde
126015,DouroAzul News,"DouroAzul, Sociedade Marítimo Turística, S.A.",Inativo,Papel/Online,2010-12-20,Nacional,Informação Geral,Semestral,Registo Cancelado,2015-04-08,www.douroazul.pt,Porto,Porto,Porto
126016,Urban Man,"Baleskapress, Publicações e Marketing, Lda",Inativo,Papel,2010-12-30,Nacional,,Mensal,Registo Caducado,2011-05-23,,Lisboa,Lisboa,Lisboa
126017,CNotícias,"Medinforma, Lda",Inativo,Papel/Online,2011-01-12,Regional,Informação Geral,Mensal,Registo Cancelado Oficiosamente,2018-06-07,www.beirastexto.pt,Coimbra,Coimbra,
,Boletim Municipal,Câmara Municipal de Arronches,Inativo,Papel,2011-01-13,Regional,Informação Geral,Trimestral,Anotação Cancelada,2013-11-21,www.cm-arronches.pt,Portalegre,Arronches,Arronches
126019,Exit Trendy,"Baleskapress, Publicações e Marketing, Lda",Inativo,Papel,2011-01-13,Nacional,,Mensal,Registo Caducado,2011-07-30,,Lisboa,Lisboa,Lisboa
126020,Regis Consultorum Revista de Assuntos Jurídicos e Sócio-Económicos,Adalberto António Ferreira da Costa,Inativo,Online,2011-01-13,Nacional,Informação Especializada,Trimestral,Registo Cancelado Oficiosamente,2018-10-25,http://www.rumaonline.eu/afr/,Porto,Santo Tirso,Santo Tirso
126021,Desportivo Transmontano,Luís Filipe Gaspar Roçadas,Ativo,Online,2011-01-17,Regional,Informação Especializada,Diária,Registo Definitivo,2011-01-17,https://desportivotransmontano.sapo.pt,Vila Real,Vila Real,Vila Real
126022,Eme 30,Eugénio de Almeida Pinto,Inativo,Papel,2011-01-17,Regional,,Mensal,Registo Caducado,2011-07-30,,Leiria,Leiria,Porto do Carro
126023,NGL - Notícias Grande Lisboa,João Alexandre Ferreira Ruivo,Inativo,Online,2011-01-17,Regional,Informação Geral,Diária,Registo Caducado,2011-07-18,www.noticiasgrandelisboa.com,Lisboa,Sintra,Mem Martins
126024,Notícias da Federação,Federação Nacional da Educação - FNE,Inativo,Papel,2011-01-18,Nacional,,Trimestral,Registo Caducado,2011-07-18,,Porto,Porto,Porto
127695,Amadora Cidade,Município da Amadora,Ativo,Papel/Online,2011-01-18,Regional,Informação Geral,Bimestral,Registo Definitivo,2022-07-13,gab.presidencia@cm-amadora.pt,Lisboa,Amadora,Amadora
126025,Impresso,"Praxicenter - Ensino e Formação, Unipessoal, Lda.",Inativo,Papel/Online,2011-01-19,Nacional,Informação Geral,Mensal,Registo Cancelado Oficiosamente,2015-03-30,www.jornalimpresso.com,Viseu,Viseu,Viseu
126026,Econews da Sustentabilidade,"Formato Verde - Comunicação, Formação e Gestão de Conteúdos, Lda",Inativo,Online,2011-01-19,Nacional,Informação Especializada,Bimestral,Registo Cancelado Oficiosamente,2019-01-03,www.formatoverde.pt,Porto,Porto,Campanhã
126027,Dedica. Revista de Educação e Humanidades,Fernando José Sadio Ramos,Inativo,Online,2011-01-19,Nacional,Informação Especializada,Anual,Registo Cancelado,2026-03-25,http://revistaseug.ugr.es/index.php/dedica,Coimbra,Coimbra,Coimbra
126028,Finis Mundi A Última Cultura,Flávio Gonçalves,Inativo,Papel,2011-01-19,Nacional,Informação Especializada,Trimestral,Registo Cancelado,2014-12-22,http://revistafinismundi.blogspot.com,Lisboa,Amadora,
126029,Cartaz TV Cultura & Espectáculos,"Nosso Fado, Unipessoal, Lda",Inativo,Online,2011-01-26,Nacional,,Diária,Registo Caducado,2011-07-30,www.cartaztv.com,Santarém,Santarém,Santarém
126030,Dental Team,"Box 4, Lda.",Inativo,Online,2011-02-03,Nacional,,Trimestral,Registo Caducado,2011-07-14,,Coimbra,Coimbra,Coimbra
126031,Revista Kitesurf Portugal,Miguel Marques Vinagre Roque de Pinho,Inativo,Papel,2011-02-08,Nacional,Informação Especializada,Bimestral,Registo Cancelado,2014-12-22,,Setúbal,Sesimbra,
126018,Dream Mind,"Baleskapress, Publicações e Marketing, Lda",Inativo,Papel,2011-02-12,Nacional,,Mensal,Registo Caducado,2011-07-14,,Lisboa,Lisboa,Lisboa
126032,Maria Helena - A Energia dos Astros,"Botelho Silva - Edições, S.A.",Inativo,Papel,2011-02-17,Nacional,Informação Especializada,Trimestral,Registo Cancelado Oficiosamente,2016-09-27,,Vila Real,Chaves,Santa Maria Maior
126033,Inovação e Emprego,"Diário de Bordo, Unipesssoal, Lda.",Inativo,Papel,2011-02-21,Nacional,Informação Especializada,Trimestral,Registo Cancelado,2017-10-24,www.educacaoeemprego.com,Lisboa,Loures,Infantado
126034,Desportivo.net,Arménio José Carvalho dos Santos,Inativo,Online,2011-02-28,Nacional,Informação Especializada,Diária,Registo Cancelado Oficiosamente,2015-07-03,www.jornaldesportivo.net,Porto,Paredes,Paredes
126035,Revista de Contratos Públicos,Cedipre - Centro de Estudos de Direito Público e Regulação,Ativo,Papel,2011-02-28,Nacional,Informação Especializada,Quadrimestral,Registo Definitivo,2011-02-28,http://www.fd.uc.pt/cedipre/,Coimbra,Coimbra,Coimbra
127729,A Voz do Espinheiro,"União das Freguesias de Malhou, Louriceira e Espinheiro",Ativo,Papel,2011-02-28,Regional,Informação Geral,Mensal,Registo Definitivo,2022-02-16,,Santarém,Alcanena,Espinheiro
126036,"Comboios em Linha - Revista de História, Património e Museologia Ferroviária",Fundação Museu Nacional Ferroviário Armando Ginestal Machado,Inativo,Papel,2011-03-04,Nacional,Informação Especializada,Semestral,Registo Cancelado,2015-01-08,,Santarém,Entroncamento,Entroncamento
126046,"in Z - Veja mais, Viva Melhor!","Editora Codigopro - Edição de Publicações Periódicas Unipessoal, Lda",Inativo,Papel,2011-03-04,Nacional,Informação Geral,Trimestral,Registo Cancelado,2014-12-12,,Porto,Porto,Porto
126037,Revista Portuguesa de Contabilidade,"O Informador Fiscal (OIF) - Edições Técnicas, Lda.",Ativo,Online,2011-03-09,Nacional,Informação Especializada,Anual,Registo Suspenso,2024-06-28,https://www.revistadecontabilidade.pt/index.php/rpc/login?source=%2Findex.php%2Frpc%2Findex,Porto,Porto,Porto
126038,Ruminantes,"Aghorizons, Lda.",Ativo,Papel,2011-03-09,Nacional,Informação Especializada,Trimestral,Registo Definitivo,2011-03-09,,Lisboa,Oeiras,Oeiras
126039,Aquanews - Recreio-Actidades-Recursos,Luís Filipe Brito Rosa,Inativo,Papel,2011-03-14,Nacional,Informação Especializada,Bimestral,Registo Cancelado Oficiosamente,2015-04-09,,Lisboa,Oeiras,Carnaxide
126040,Justiça TV,"Datajuris - Direito e Informática, Lda",Ativo,Online,2011-03-14,Nacional,Informação Especializada,Semanal,Registo Definitivo,2011-03-14,www.justicatv.com,Coimbra,Coimbra,Coimbra
126041,Revista Barbie,"Zero A Oito - Edição e Conteúdos, Lda.",Inativo,Papel,2011-03-18,Nacional,Informação Especializada,Mensal,Registo Cancelado Oficiosamente,2015-12-18,www.zeroaoito.pt,Lisboa,Lisboa,Lisboa
126042,Diário da Região,"Outra Margem - Publicações e Publicidade, Lda.",Inativo,Online,2011-03-18,Regional,Informação Geral,Diária,Registo Cancelado,2020-03-06,www.diariodaregiao.pt,Setúbal,Setúbal,
126043,Portugal Ilustrado,Bruno António Filipe Mósca Bonito Horta,Inativo,Online,2011-03-25,Nacional,Informação Geral,Diária,Registo Cancelado,2012-06-05,www.portugalilustrado.com,Lisboa,Lisboa,
126044,Mais Motor.Tv,Antero Oliveira Bessa,Inativo,Online,2011-03-28,Nacional,Informação Especializada,Diária,Registo Cancelado Oficiosamente,2018-10-10,www.maismotor.tv,Porto,Lousada,Covas
126045,Impulso Positivo,"Positivagenda - Edições Periódicas e Multimédia, Lda.",Inativo,Papel/Online,2011-04-02,Nacional,Informação Especializada,6 x ano,Registo Cancelado Oficiosamente,2018-12-05,,Porto,Porto,Porto
,Notícias de Moscavide,Junta de Freguesia de Moscavide,Inativo,Papel/Online,2011-04-04,Regional,Informação Geral,Quadrimestral,Anotação Cancelada,2013-12-31,www.jf-moscavide.pt,Lisboa,Loures,Moscavide
126047,Flores & Ornamentais,"Publiagro - Publicações Agrícolas, Lda",Inativo,Papel,2011-04-04,Nacional,Informação Especializada,Quadrimestral,Registo Cancelado,2015-07-28,www.flfrevista.pt,Lisboa,Odivelas,Codivel
126048,Jornal de Facto,"Noveprimis - Projectos de Comunicação, Lda",Inativo,Online,2011-04-04,Nacional,Informação Geral,Diária,Registo Cancelado Oficiosamente,2019-07-22,www.jornaldefacto.com,Lisboa,Lisboa,
126049,Simagazine,"Crónicasoltas, Unipessoal, Lda",Inativo,Papel,2011-04-04,Regional,Informação Geral,Mensal,Registo Cancelado Oficiosamente,2015-04-09,,Aveiro,Anadia,Anadia
126050,Notícias de Esposende,José Maria da Silva Ferreira,Inativo,Papel,2011-04-04,Regional,Informação Geral,Quinzenal,Registo Caducado,2012-05-14,,Braga,Esposende,Esposende
126051,Journal of Tourism and Sustainability,Associação de Estudos e Investigação Científica do ISLA - Lisboa,Inativo,Papel/Online,2011-04-04,Nacional,Informação Especializada,Semestral,Registo Cancelado Oficiosamente,2016-06-16,http://www.isla.pt,Lisboa,Lisboa,Lisboa
126052,Boletim Informativo - Fundação Maria Inácia Vogado Perdigão Silva,Fundação Maria Inácia Vogado Perdigão Silva,Inativo,Papel,2011-04-07,Regional,Informação Especializada,Trimestral,Registo Cancelado Oficiosamente,2015-07-03,,Évora,Reguengos de Monsaraz,
126053,Expressões Lusitanas,Daniel Pinto Lopes,Inativo,Online,2011-04-08,Nacional,Informação Geral,Diária,Registo Cancelado,2014-12-22,www.expressoeslusitanas.pt,Lisboa,Vila Franca de Xira,Póvoa de Santa Iria
126054,Mundo Açoriano,Eduardo Jorge Silva Brum,Inativo,Online,2011-04-08,Regional,Informação Geral,Mensal,Registo Cancelado Oficiosamente,2018-10-10,www.mundoacoriano.com,Região Autónoma dos Açores,Ribeira Grande,Pico da Pedra
126055,FO Magazine,Fundação Odemira,Inativo,Papel,2011-04-08,Regional,Informação Geral,Trimestral,Registo Cancelado,2014-12-19,www.fundacao-odemira.pt,Beja,Odemira,Apartado  124
126056,Alma Gémea,"Botelho Silva - Edições, S.A.",Inativo,Papel,2011-04-08,Nacional,Informação Especializada,Mensal,Registo Cancelado Oficiosamente,2015-02-23,,Vila Real,Chaves,Santa Maria Maior
126057,Journal of e-Planning,CITIDEP - Centro de Investigação de Tecnologias de Informação para uma Democracia Participativa,Inativo,Papel/Online,2011-04-08,Nacional,Informação Especializada,Mensal,Registo Cancelado,2016-10-18,www.e-planning.org/journal,Lisboa,Lisboa,Lisboa
126058,100% HD,"Tele Satélite - Publicações Portugal, SA",Inativo,Papel,2011-04-08,Nacional,Informação Especializada,Trimestral,Registo Caducado,2012-05-31,100-hd@sapo.pt,Lisboa,Lisboa,Lisboa
126059,Sabe Bem Faz Bem,"Pingo Doce - Distribuição Alimentar, S.A.",Ativo,Papel,2011-04-08,Nacional,Informação Geral,Bimestral,Registo Definitivo,2011-04-08,,Lisboa,Lisboa,Lisboa
126060,Traço - Arquitectura e Design,"Áreassociativa - Comunicação e Serviços, Sociedade Unipessoal, Lda.",Inativo,Papel,2011-04-13,Nacional,Informação Especializada,Bimestral,Registo Cancelado,2014-12-22,,Lisboa,Lisboa,Lisboa
126061,Alerta! Saúde,Antero Tavares Sousa,Inativo,Online,2011-04-13,Nacional,Informação Especializada,Bimensal,Registo Cancelado,2016-03-10,,Região Autónoma dos Açores,Ponta Delgada,Fajã de Baixo
,"Hospital Magazine - Revista do Centro Hospitalar do Tâmega e Sousa, EPE","Centro Hospitalar do Tâmega e Sousa, EPE",Inativo,Papel,2011-04-14,Regional,Informação Especializada,Trimestral,Anotação Cancelada Oficiosamente,2013-12-31,www.chtamegasousa.pt,Porto,Penafiel,Guilhufe
126062,Empire,Bauer Consumer Media Limited,Inativo,Papel,2011-04-15,Nacional,Informação Especializada,Mensal,Registo Cancelado,2014-12-31,,Lisboa,Lisboa,Lisboa
126063,O Nosso Bebé - Guia para pais dos 0 aos 3,"Goody - Consultoria, SA",Inativo,Papel,2011-04-18,Nacional,Informação Especializada,Quadrimestral,Registo Cancelado Oficiosamente,2018-11-23,,Lisboa,Lisboa,Lisboa
126064,Portal de Alcanede,Paulo Alexandre Santos Coelho,Ativo,Online,2011-04-18,Regional,Informação Geral,Trissemanal,Registo Definitivo,2011-04-18,https://www.portalalcanede.pt,Santarém,Santarém,Alcanede
126065,Olá,"Olá Cidade, Unipessoal, Lda",Inativo,Papel/Online,2011-04-26,Nacional,Informação Geral,Quinzenal,Registo Cancelado Oficiosamente,2015-04-09,www.olacidade.com,Lisboa,Cascais,Cascais
126066,Event Point,"Estação Livre - Comunicação, Unipessoal, Lda",Ativo,Online,2011-04-26,Nacional,Informação Geral,Trimestral,Registo Definitivo,2011-04-26,https://www.eventpoint.pt,Porto,Matosinhos,Matosinhos
126067,Tradição,"Publiagro - Publicações Agrícolas, Lda",Inativo,Papel/Online,2011-05-02,Nacional,Informação Geral,Trimestral,Registo Caducado,2012-05-31,www.flfrevista.pt,Lisboa,Odivelas,Codivel
126068,Colinas Online,"Absolutauge Produções, Lda.",Inativo,Online,2011-05-02,Regional,Informação Geral,Mensal,Registo Cancelado,2016-01-27,,Lisboa,Odivelas,Odivelas
126069,O Amarense,"Publineiva, Unipessoal Lda.",Ativo,Papel/Online,2011-05-02,Regional,Informação Geral,Mensal,Registo Definitivo,2011-05-02,www.oamarense.com,Braga,Vila Verde,Vila Verde
126070,E Move - Informação Especializada em Mobilidade Eléctrica,"Absolutauge Produções, Lda.",Inativo,Online,2011-05-02,Nacional,Informação Especializada,Mensal,Registo Cancelado,2015-10-15,www.emove.tv,Lisboa,Odivelas,Odivelas
126071,Share Magazine,"Rede Record de Televisão - Europa, S.A.",Inativo,Online,2011-05-04,Nacional,Informação Especializada,Diária,Registo Cancelado,2024-10-29,https://recordeuropa.com/share-magazine,Lisboa,Loures,Prior Velho
126072,Mwana Afrika - Crianças de África - Children of África,Rosa Maria Mayunga,Ativo,Online,2011-05-10,Nacional,Informação Especializada,Bienal,Registo Definitivo,2020-10-28,http://revistamwanaafrika.org,Lisboa,Lisboa,Lisboa
126073,Revista Construção Sustentável,"Bluecity Construction, Lda.",Inativo,Papel,2011-05-13,Nacional,Informação Especializada,Trimestral,Registo Cancelado Oficiosamente,2015-04-01,www.construcaosustentavel.pt,Lisboa,Sintra,
126074,Via Della Spiga,"Ricki Parodi - Moda e Acessórios Profissionais, S.A.",Inativo,Papel,2011-05-18,Nacional,Informação Especializada,Trimestral,Registo Cancelado,2014-12-22,www.rickiparodi.com,Porto,Gondomar,Baguim do Monte
126075,Wip - World In Progress,"Grupo Soares da Costa, SGPS, S.A.",Inativo,Papel/Online,2011-05-23,Nacional,,Quadrimestral,Registo Cancelado,2015-12-14,www.soaresdacosta.pt,Porto,Porto,Porto
